gene	JK215	JK217	JK218	JK219	JK228	JK229	JK230	JK231
Nkd1	6499	6320	3524	4553	5429	3544	7394	7021
Snx20	384	260	160	278	937	1282	1059	361
Nod2	415	298	178	267	792	802	881	499
Cyld	2484	2271	1155	2255	2447	2684	2599	2099
Sall1	41	27	18	11	26	25	31	52
Tox3	744	362	256	536	192	149	308	313
Chd9	2159	2187	1138	1795	1868	1993	2499	2065
Rbl2	3472	3060	1525	2628	2218	1821	3149	2620
Aktip	2817	3793	1955	2809	1431	735	2014	1658
Rpgrip1l	914	1277	377	847	454	526	1137	675
Fto	3478	2454	1113	2253	2215	1988	2998	2453
Irx3	1964	1425	661	1923	1193	704	1764	1307
4933436C20Rik	210	261	155	436	109	50	170	159
Irx5	981	905	321	950	548	295	822	579
Irx6	0	0	0	0	0	0	0	0
Mmp2	4599	2810	929	1934	4212	5216	5303	3746
Lpcat2	460	361	191	291	613	940	1752	463
Capns2	4	8	9	1	10	10	13	5
Slc6a2	2389	1891	2103	1699	1917	1636	5110	6112
Ces1a	3	0	1	7	0	3	1	0
Ces1b	23	43	19	54	13	14	65	33
Ces1c	1	0	25	1	0	1	29	0
Ces1d	24324	30366	9062	23764	10657	5097	21050	23397
Ces1e	535	706	190	567	138	62	326	408
Ces1f	387	480	124	239	18	35	115	159
Ces1g	440	456	123	739	45	32	138	313
Ces5a	4	0	0	0	0	0	1	1
Gnao1	2000	1710	1055	1005	1247	945	1725	2036
4930488L21Rik	0	0	0	0	0	0	0	0
Amfr	7552	7269	2851	5991	5317	4986	7070	5274
Nudt21	201	239	87	167	258	244	259	156
Ogfod1	1285	1317	563	1130	1032	852	1326	1085
Bbs2	956	1025	371	668	401	304	633	663
Mt4	0	1	0	0	0	0	0	0
Mt3	0	4	1	1	9	15	3	2
Mt2	892	1378	211	233	6718	9174	3818	648
Mt1	1422	2316	468	713	5469	6315	3319	1127
Nup93	1060	1073	443	819	1253	1490	1241	835
Mir138-2	0	0	0	0	0	0	0	0
Slc12a3	13	4	5	3	3	7	16	17
Herpud1	8507	11705	4310	6016	5715	4003	9697	8755
9330175E14Rik	10	18	10	3	93	149	84	47
Nlrc5	1379	1556	650	882	8312	11703	8890	6173
Cpne2	479	517	234	386	876	1569	802	353
Fam192a	1546	1430	553	1154	1817	1632	1762	1304
Rspry1	1253	976	486	774	1106	1054	1193	1009
Arl2bp	5725	5796	2562	3746	4303	2669	5084	4484
Pllp	1848	1995	950	1264	1102	527	1948	1732
Ccl22	436	325	131	305	310	263	1039	372
Cx3cl1	2844	1698	1131	1543	2712	1727	2408	2185
Ccl17	247	511	142	273	185	79	870	176
Ciapin1	1021	986	317	579	1024	830	818	536
Coq9	938	1348	518	1006	667	640	994	802
Polr2c	1382	1794	739	1250	1221	1149	1396	1000
Dok4	1668	1747	837	1007	1205	795	1889	1558
Ccdc102a	605	636	241	355	597	643	829	492
Gpr114	236	318	91	138	589	598	418	116
Gpr56	5227	4086	1533	4524	3144	2638	4846	3357
Gpr97	363	554	207	276	446	449	425	314
Ccdc135	818	1166	229	449	398	314	756	537
Katnb1	675	749	286	451	669	780	870	514
Kifc3	3301	3082	1239	2492	2122	1438	2641	2144
Cngb1	81	67	38	60	37	18	61	44
Tepp	33	55	15	27	20	3	25	37
Zfp319	1569	1336	564	678	887	991	1287	1180
Usb1	1017	994	346	723	1524	1834	1537	701
Mmp15	7458	6058	2376	6176	1911	1078	4433	3834
Gtl3	1924	2398	811	1680	1085	907	1677	1334
Csnk2a2	1118	1316	521	911	1309	1344	1319	1059
Ccdc113	709	933	167	408	382	222	691	424
Prss54	0	0	0	0	0	0	0	0
Gins3	129	143	86	139	164	190	163	128
Ndrg4	112	197	93	85	71	113	194	131
Setd6	440	528	232	366	358	359	357	321
Cnot1	6099	5102	2539	4147	4086	5556	6318	4940
4930513N10Rik	13	22	9	16	24	17	35	25
Slc38a7	678	679	296	550	714	747	858	644
Got2	1904	1465	753	1315	1675	2165	2271	1551
Mir1186b	0	0	0	0	0	0	0	0
Mir28c	0	0	0	0	0	0	0	0
Cdh8	0	3	0	0	0	2	2	3
Cdh11	7069	3900	2773	4617	5085	4740	4635	4039
4933400L20Rik	0	0	0	0	0	0	0	0
Cdh5	43666	24693	14717	17502	20829	15336	26862	24739
Bean1	41	58	22	12	105	82	92	56
Tk2	1341	1429	628	1113	1097	841	1286	1115
Cklf	181	255	113	184	176	207	235	144
Cmtm2a	1	2	0	0	0	0	1	0
Cmtm1	0	2	0	1	0	0	0	0
Cmtm2b	0	0	0	0	0	0	0	0
Cmtm3	2464	2245	1042	1615	2514	2503	2760	1665
Cmtm4	4793	5424	2060	4355	2244	1377	3606	3443
Dync1li2	7908	8164	4368	6962	4417	3254	6155	5224
Ccdc79	24	20	6	7	20	6	12	16
Mir297-2	0	0	0	0	0	0	0	0
Nae1	1773	2377	1096	1983	1561	1152	1835	1594
Car7	37	39	10	26	30	16	21	25
Pdp2	247	291	143	194	125	177	195	158
Cdh16	385	292	171	852	150	61	151	248
Rrad	223	227	64	183	276	286	337	172
Fam96b	717	1109	464	705	717	749	725	501
Ces2a	0	0	6	0	0	0	1	0
4932416K20Rik	0	0	0	0	0	0	0	0
Ces2b	125	65	37	74	18	7	33	39
Ces2c	1	2	0	3	6	3	1	0
Ces2d-ps	0	0	0	0	0	0	0	0
Ces2e	77	99	22	61	46	18	18	24
Ces2f	0	0	0	0	0	0	0	0
Ces2g	1188	973	357	832	479	363	569	495
Ces2h	0	0	0	0	0	0	0	0
Ces3a	0	0	33	0	0	1	5	0
Ces3b	0	0	4	1	0	0	3	0
Ces4a	1	1	0	2	0	0	1	0
Cbfb	2622	2254	1118	1741	2740	3380	2906	2021
D230025D16Rik	3702	3746	1351	3051	2073	1326	3472	2763
B3gnt9	826	661	306	611	656	657	621	479
Tradd	525	541	249	452	569	534	581	400
Fbxl8	272	264	80	222	206	238	269	194
Hsf4	483	506	287	434	265	154	287	345
Nol3	670	540	297	531	622	391	530	400
4931428F04Rik	304	276	124	227	131	148	172	132
Exoc3l	856	842	470	638	479	259	515	692
E2f4	2497	2229	1010	1903	2410	2888	2635	2005
Elmo3	1422	1735	582	1650	893	491	1304	1171
Mir328	0	0	0	0	0	0	0	0
Lrrc29	101	118	59	81	89	68	102	111
Tmem208	1034	2145	823	1362	937	724	1074	651
Fhod1	4967	5318	2934	3824	3487	2975	4622	3884
Slc9a5	421	609	308	323	321	295	373	320
Plekhg4	31	22	12	16	45	121	47	23
Kctd19	17	23	8	8	38	71	20	18
Lrrc36	779	1257	290	525	177	140	527	360
Tppp3	20958	25502	7776	15045	4247	2752	9360	5837
Zdhhc1	3063	4648	1540	2463	1295	929	2417	1985
Hsd11b2	191	114	72	190	135	101	174	205
Atp6v0d1	3575	3997	1485	3210	3212	3043	4340	2686
Agrp	55	107	23	54	3	3	36	42
Fam65a	5689	5191	2639	3202	3728	3385	5324	4886
Mir1966	0	0	0	0	0	0	0	0
Ctcf	4364	3688	1814	3090	3270	3193	3756	3315
Rltpr	239	145	113	124	275	396	97	175
Acd	922	923	459	626	845	761	917	691
Pard6a	178	251	101	160	165	124	224	128
Enkd1	213	253	106	151	180	213	334	140
4933405L10Rik	0	0	0	0	0	0	0	0
Gfod2	730	822	329	506	531	357	645	451
Ranbp10	2450	2445	1136	2174	1665	1761	2331	1734
Tsnaxip1	399	615	152	279	128	113	342	215
Cenpt	435	562	268	414	509	553	646	364
Thap11	1255	1144	446	871	888	730	1301	1010
Nutf2	197	244	89	160	154	134	200	137
Nutf2-ps1	0	0	0	0	0	0	0	0
Edc4	2585	2548	1183	1739	2003	2167	2452	1828
Nrn1l	36	20	9	25	10	15	17	13
Pskh1	1429	1196	511	946	1019	857	1386	1109
Ctrl	38	72	31	31	98	94	78	34
Psmb10	2245	2427	959	1748	8506	8111	6045	4293
Lcat	144	183	88	133	124	130	100	77
Slc12a4	3691	2965	1489	2733	3258	3412	3577	2777
Dpep3	19	33	15	30	36	35	30	47
Dpep2	748	755	294	765	1276	1788	1284	663
Ddx28	354	320	145	230	414	387	422	300
Dus2l	306	358	158	284	227	252	310	234
Nfatc3	3630	2299	1237	2156	2527	2927	2983	2439
Esrp2	1408	1677	598	1804	688	462	1199	1090
1810019D21Rik	1419	2343	699	2123	690	351	1161	1145
Pla2g15	1316	1234	463	1384	1466	1534	2030	965
Slc7a6	1015	1425	452	816	1075	1313	1233	998
Slc7a6os	907	1091	533	857	880	812	873	655
Prmt7	535	738	313	562	532	538	609	393
Smpd3	276	263	65	205	396	443	272	272
Zfp90	454	448	190	347	615	584	526	342
Cdh3	77	38	20	55	210	205	124	90
1110028F18Rik	0	0	0	0	1	1	3	0
Cdh1	15564	15927	5134	16804	12795	10379	15720	11608
Tango6	396	355	190	272	227	245	337	304
Has3	113	162	58	117	51	28	148	49
Chtf8	4138	3686	1693	2889	2538	2747	3581	2474
Cirh1a	1021	838	333	638	1057	1231	905	729
Sntb2	1112	1112	538	999	953	1407	990	794
Vps4a	2558	2619	1112	1929	2565	2204	2739	1953
Pdf	1181	1491	675	1135	844	627	1004	682
Cog8	886	891	392	694	888	829	1107	821
Nip7	758	1154	514	841	911	999	789	519
Tmed6	19	59	23	36	17	5	6	14
Terf2	1604	1479	705	1301	1173	1010	1427	1219
Cyb5b	8981	9949	4284	9800	6174	5002	7912	6988
Nfat5	9865	9523	5439	6967	5192	5584	6924	6559
Nqo1	368	488	172	385	163	112	238	264
Nob1	694	748	290	548	713	678	707	485
Wwp2	2440	2201	864	1775	2061	2250	2235	1607
Mir140	0	5	3	1	3	0	2	3
Psmd7	3669	4708	1786	3369	4402	4050	4178	2970
Zfhx3	1925	1860	912	1454	1087	884	1542	1421
Mir3108	0	0	0	0	0	0	0	0
Gm1943	15	23	8	14	14	7	8	8
Pmfbp1	0	0	0	0	1	0	2	0
Dhx38	2056	1675	882	1397	2120	2372	2610	1771
Txnl4b	395	413	139	371	371	240	439	304
Hp	41211	56596	12391	34951	24226	15173	44993	26105
Dhodh	471	590	219	399	366	352	353	330
Pkd1l3	14	5	4	3	4	37	13	9
Ist1	4182	4356	1790	3199	4418	4483	4336	3038
Zfp821	736	674	281	535	543	494	639	484
Atxn1l	4110	2954	1729	2586	2765	2669	3201	2852
Ap1g1	6505	5610	2414	4903	4591	4352	5885	4580
Snord71	3	7	6	7	0	0	2	1
Phlpp2	1106	1017	528	851	830	970	1031	844
Marveld3	461	688	220	493	437	331	594	423
Tat	67	48	103	36	249	45	143	121
Chst4	102	72	69	355	144	96	111	110
Zfp612	487	648	253	583	249	127	284	395
Calb2	0	0	0	0	5	2	7	0
Ftsjd1	308	364	160	305	248	224	277	165
Hydin	2023	3274	632	1097	340	365	1610	1155
Vac14	1111	1073	415	943	1088	1372	1409	859
Mtss1l	4520	3694	2519	2732	1683	890	2128	2377
Il34	510	555	221	452	400	282	561	484
Sf3b3	3943	3038	1491	2379	3668	4618	3947	2968
Snord111	1	1	0	2	0	2	1	0
Cog4	1951	2036	809	1543	1442	1297	2018	1394
Fuk	716	711	285	521	393	319	517	458
St3gal2	2865	2543	976	1673	1676	1385	2311	1859
Ddx19a	1302	1159	489	1007	1134	1196	1291	957
Ddx19b	1057	1076	490	793	947	1024	1041	851
Mir3473d	0	0	0	2	2	0	2	1
Aars	3342	2650	1150	2280	4579	5105	4309	3084
Exosc6	321	308	124	233	389	298	378	264
Clec18a	0	0	0	0	0	0	2	0
Pdpr	508	513	238	321	280	371	504	408
9430091E24Rik	59	134	59	98	49	37	52	28
Glg1	3087	2014	1159	1784	1832	2650	2821	2316
Rfwd3	1111	857	397	808	995	1231	1264	838
Mlkl	425	437	221	319	3348	3988	1867	798
Fa2h	4	12	2	13	2	5	5	11
Wdr59	887	915	445	644	557	506	701	674
Znrf1	3922	4407	2229	2863	2905	2961	3447	2481
Ldhd	217	378	108	246	122	137	204	153
Zfp1	441	489	206	352	512	475	472	429
Ctrb1	0	5	1	3	5	6	5	4
Bcar1	2772	1763	761	1336	1902	1857	2158	1551
Cfdp1	2715	3613	1478	2975	2859	2261	2575	1999
Tmem170	407	497	164	385	218	190	347	286
Chst5	96	59	39	49	104	80	78	85
Tmem231	527	594	160	379	273	213	640	344
Gabarapl2	1281	2024	827	1365	722	549	1111	803
Adat1	206	202	100	162	109	91	149	122
Kars	2934	2815	1111	2259	4503	5438	3982	2779
Terf2ip	1573	1349	571	1179	992	745	1215	1084
Cntnap4	0	2	0	1	0	0	0	0
Gm10280	0	0	0	0	0	0	0	0
Mon1b	1615	1370	619	1101	1199	1069	1381	1146
Syce1l	15	6	1	2	10	3	5	5
Adamts18	15	9	5	12	4	6	4	6
Nudt7	392	626	303	465	299	173	366	292
Vat1l	19	66	7	7	7	3	5	8
4933408N05Rik	0	0	0	0	0	0	1	0
Clec3a	0	1	0	0	0	0	0	0
Wwox	289	322	103	252	272	275	397	295
Maf	1133	1465	524	776	1888	2451	1675	1212
Dynlrb2	1352	2563	484	986	625	331	1728	843
Cdyl2	640	536	332	485	480	513	658	628
4930563M20Rik	0	0	0	0	0	0	0	0
Cmc2	373	407	115	289	281	215	242	245
Cenpn	55	79	35	35	126	187	99	81
Atmin	1460	1160	533	1004	1270	1160	1602	1174
1700030J22Rik	239	331	57	181	133	100	262	100
Gcsh	744	1159	439	826	590	533	634	475
Pkd1l2	2	7	0	1	13	29	19	3
Bcmo1	29	44	2	14	11	8	23	11
Gan	211	278	128	193	99	183	179	109
Cmip	3849	3607	1490	2386	4405	4985	5129	3328
Plcg2	967	572	354	560	1466	1997	2501	783
Sdr42e1	177	227	67	139	143	94	204	144
Hsd17b2	0	0	3	0	2	0	0	1
Mphosph6	700	839	314	751	905	703	689	609
Cdh13	1537	1177	430	1554	457	415	937	1058
Hsbp1	4346	6451	2504	4528	3878	2802	4444	3109
Mlycd	1007	1198	417	888	738	511	1068	797
Osgin1	781	990	307	803	767	833	1097	761
Necab2	23	18	9	12	23	31	56	11
Slc38a8	1	2	0	2	0	0	3	0
Mbtps1	6531	5383	2704	4541	4066	3697	5256	4847
Hsdl1	1586	1628	634	1115	926	965	1404	1084
Dnaaf1	375	513	104	229	126	102	425	197
Taf1c	562	497	214	359	400	536	475	330
Adad2	0	0	0	0	0	0	0	0
Kcng4	4	4	3	3	1	2	1	2
Wfdc1	1234	1905	331	989	301	148	628	345
Atp2c2	480	823	134	277	361	324	493	239
4632415K11Rik	373	354	108	304	271	231	377	304
Cotl1	2434	2203	909	1864	6026	9653	6485	2257
Klhl36	402	328	136	237	287	251	358	267
Usp10	2253	2035	811	1423	1459	1450	1859	1475
Crispld2	6600	5623	1966	3439	6239	8097	5453	5916
Zdhhc7	1603	1482	624	1039	1414	1345	1845	1331
6430548M08Rik	3970	3093	1809	1876	2320	1802	3571	3650
Fam92b	311	549	126	233	88	70	326	160
Gse1	3046	2867	1216	2367	2030	2124	2565	2128
Gins2	50	85	19	54	147	265	142	72
1190005I06Rik	29	63	10	30	18	14	16	14
Emc8	1567	1876	911	1414	1326	984	1386	1221
Cox4i1	6706	12658	4607	7640	5923	4710	7648	4932
Irf8	1551	1132	531	1171	5158	8066	5060	2263
Fendrr	9316	10903	6069	5884	3831	2191	4875	5895
Foxf1	14943	10614	5738	6796	8507	4608	9928	10492
Mthfsd	674	843	358	552	378	420	647	453
Foxc2	60	97	49	54	43	27	56	39
Foxl1	66	81	37	34	12	25	55	47
1700018B08Rik	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0	0
Fbxo31	1684	2272	756	1044	946	726	1985	1833
Map1lc3b	7986	10633	3973	6737	5179	3786	7425	6178
Zcchc14	4854	4389	2037	2543	2642	2297	3382	3540
Jph3	3	5	0	0	0	0	0	2
Klhdc4	1107	1142	513	1138	1111	1031	1264	859
Slc7a5	321	354	137	251	1064	1879	887	470
BC048644	0	4	0	0	1	3	0	0
Car5a	3	0	1	0	1	0	3	0
Banp	783	1203	486	711	481	514	1021	549
Zfpm1	790	592	377	504	686	922	1036	780
Trhr2	1	0	0	0	0	1	0	0
Zc3h18	2304	2143	973	1696	1899	2205	2298	1807
Il17c	2	0	1	2	8	4	1	0
Cyba	2829	4343	1801	3403	5519	6509	6716	2361
Mvd	603	840	260	544	459	351	577	317
9330133O14Rik	185	176	66	218	205	179	252	193
Gm20735	1	0	0	1	2	0	0	1
Snai3	21	13	3	9	36	89	21	11
Rnf166	1353	1372	624	1065	1172	1054	1469	1021
Ctu2	589	545	255	438	550	534	515	337
Piezo1	6791	6599	2838	5373	5314	6044	7091	5232
Cdt1	227	182	92	143	491	868	379	201
Aprt	1003	1297	520	1170	1744	1722	1395	912
Galns	589	468	168	428	907	1299	799	530
Trappc2l	765	1161	492	861	725	552	819	617
Pabpn1l	6	25	7	9	0	1	4	6
Cbfa2t3	3985	3479	1816	2065	2210	1551	3633	3395
Acsf3	464	524	178	401	302	315	429	295
Cdh15	2	1	0	2	15	1	6	3
Ankrd11	6603	5850	3420	4099	4258	5785	5990	5242
2810013P06Rik	752	949	442	682	548	305	635	625
Spg7	1710	1788	734	1271	1219	1124	1697	1197
Rpl13	10457	14284	6147	9483	8793	9041	10305	7518
Snord68	10	15	3	7	2	10	10	1
Cpne7	40	39	14	9	20	33	58	24
Sult5a1	464	661	296	340	471	257	506	462
Dpep1	6883	6260	2968	4894	5806	3904	8251	9570
Chmp1a	2662	2840	1130	2224	2707	2696	3085	2043
4732415M23Rik	53	107	21	38	16	20	63	17
Cdk10	1115	1445	618	1063	781	563	1067	893
Spata2l	157	211	90	139	150	116	143	107
4933417D19Rik	5	10	2	4	1	2	0	1
Vps9d1	1009	1044	474	827	784	794	1064	702
Zfp276	1438	1655	683	1108	877	884	1097	807
Fanca	258	522	128	253	486	596	470	271
Spire2	242	411	65	207	198	208	388	163
Tcf25	10370	11554	5082	8404	7769	7885	9603	7908
Mc1r	1	0	0	0	0	2	0	1
Tubb3	17	44	9	12	283	509	161	57
Def8	1149	1024	433	827	1046	1345	1391	836
Afg3l1	1346	1247	555	1039	1299	1380	1488	955
Dbndd1	87	112	18	58	17	15	53	49
Gas8	877	1026	336	746	654	613	927	596
Rhou	859	1061	288	650	968	1239	1061	658
6030466F02Rik	7	3	7	4	3	2	4	5
Rab4a	316	318	109	222	163	93	215	198
Ccsap	116	71	37	49	61	93	82	86
Acta1	51	4	1	8	8	18	10	6
Nup133	1169	930	460	751	910	932	1047	840
Abcb10	1294	1411	623	933	833	747	1052	882
Taf5l	1144	898	412	679	972	1073	1043	882
Mir1967	0	3	0	0	0	0	0	0
Urb2	648	594	260	387	605	791	665	462
Galnt2	5184	4532	2021	3320	4087	4601	4805	3684
Pgbd5	9	13	9	12	7	11	26	28
Cog2	1058	1108	500	818	789	1015	996	709
Agt	48	77	37	41	29	27	39	57
Capn9	1	0	2	2	3	0	4	1
2310022B05Rik	4055	2763	1216	2492	2374	1641	2806	2531
Ttc13	1444	1599	683	1355	1120	971	1356	1034
Arv1	232	352	116	191	190	192	158	130
Fam89a	52	46	17	50	56	73	78	39
Trim67	36	34	25	11	31	34	107	71
2810004N23Rik	659	764	339	650	674	563	644	496
Gnpat	3669	4095	1767	3504	2271	1685	3203	2431
Exoc8	1492	1376	579	1152	946	775	1303	1050
Sprtn	709	649	318	503	490	550	623	548
Egln1	3649	3307	1591	2576	2318	1757	3123	2776
Tsnax	2883	3165	1549	2782	2327	2154	2524	2265
Disc1	47	35	35	32	25	49	47	33
Sipa1l2	4186	2456	1668	1795	2499	1928	2473	2552
4930567H12Rik	9	17	5	10	1	0	5	3
4933403G14Rik	209	245	88	187	174	170	265	135
Ntpcr	289	323	126	278	328	370	484	222
Pcnxl2	82	41	38	85	78	77	81	72
BC021891	135	199	63	139	47	39	110	102
Kcnk1	698	962	250	506	500	399	832	592
Slc35f3	144	136	27	73	20	8	36	39
Coa6	388	550	264	410	274	253	302	222
Gm17296	306	331	162	254	164	223	248	194
Irf2bp2	5857	5612	2388	3448	4024	3342	5151	4332
Tomm20	2438	3030	1395	2101	2088	1818	2246	2031
Rbm34	661	848	350	713	810	745	813	551
Pard3	2737	2049	887	1947	1394	1184	1880	1882
Nrp1	19966	12314	7845	11757	9980	6522	13728	13207
Mir1903	0	0	0	0	0	0	0	0
Itgb1	37817	31261	13793	28538	32579	27250	33062	28593
Ccdc7	1	1	0	2	0	0	0	0
1700008F21Rik	0	0	0	1	0	0	0	0
2610044O15Rik8	397	453	231	408	328	214	312	292
Mir101c	0	0	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0	0	0
Alkbh8	250	306	134	241	145	232	253	211
Cwf19l2	954	759	428	921	988	988	841	943
Gucy1a2	1344	1186	759	918	418	360	395	660
Aasdhppt	918	1118	490	909	641	496	756	661
Kbtbd3	225	475	166	324	152	85	171	167
Msantd4	1763	2104	867	1775	1508	1250	1686	1367
Gria4	0	11	1	15	11	5	3	2
Casp1	371	493	219	358	1261	1857	1256	445
Casp4	657	853	312	584	1411	2729	2029	596
Casp12	870	1088	348	995	1578	1855	1298	998
Pdgfd	662	751	354	573	298	225	471	517
Ddi1	0	0	0	0	0	0	0	0
Dync2h1	1426	1550	479	782	543	564	1352	892
Dcun1d5	1203	1811	818	1301	1310	1343	1488	1059
Mmp13	44	17	31	23	0	171	700	75
Mmp12	244	230	87	352	888	460	1836	350
Mmp1b	0	0	0	0	0	0	0	0
Mmp3	300	304	76	96	166	244	358	107
Mmp1a	0	0	0	0	0	0	0	0
Mmp10	0	0	0	2	3	6	4	1
Mmp8	264	196	133	148	836	1016	1937	238
Mmp27	24	24	5	18	56	59	33	23
Mmp20	0	0	0	0	0	2	0	0
Mmp7	1	2	0	0	0	2	9	0
Tmem123	9989	10150	3943	9633	9323	7289	9170	7907
Birc2	2262	2846	1286	1904	3124	2976	2918	2385
Birc3	2482	2233	1071	1786	3514	3586	3670	2398
Yap1	6158	5660	3216	4943	4243	3139	5092	4659
9230110C19Rik	310	520	114	310	259	192	395	226
AK129341	1275	1752	414	811	534	474	1308	784
1700128F08Rik	0	0	0	0	0	0	0	0
Mir1899	0	0	0	0	0	0	0	0
Trpc6	1165	996	501	850	792	434	647	836
Pgr	229	158	47	188	86	61	51	89
Arhgap42	1813	1757	968	1046	1122	1004	1274	1348
Gm16833	1	0	0	1	7	0	0	2
Cntn5	0	1	0	0	3	6	4	4
4930568E12Rik	0	0	0	0	0	0	0	0
Jrkl	707	756	373	712	483	410	619	481
Ccdc82	3184	3122	1759	2577	2621	1989	2652	2501
Phxr4	14	10	10	15	5	7	14	6
Maml2	2285	1771	828	1312	1674	1350	1763	1754
Mtmr2	3992	3637	1739	2853	3113	2769	3293	3070
Cep57	1216	1395	601	1174	1001	857	1073	938
Fam76b	1894	2121	904	1566	1545	1471	1659	1579
Sesn3	415	324	160	461	226	370	290	239
Endod1	2594	2461	959	2141	2156	2234	2724	2042
Kdm4d	2	3	0	3	10	4	4	4
Cwc15	2999	3422	1519	2940	3303	2801	3211	2517
Amotl1	5602	5466	3096	3572	2985	2681	4112	4042
Piwil4	110	230	63	179	278	242	317	195
Fut4	411	469	152	326	508	529	875	412
1700012B09Rik	133	194	51	85	36	32	119	76
Ankrd49	372	521	226	391	413	541	481	352
Mre11a	449	427	221	390	499	628	579	358
Gpr83	4	3	7	2	11	16	7	2
Folr4	51	14	33	10	67	93	1	18
Panx1	266	267	97	198	505	678	471	237
Hephl1	0	0	0	0	0	0	0	0
Vstm5	60	126	15	92	75	47	55	46
Med17	1305	1295	587	1074	1333	1168	1356	1021
4931406C07Rik	2000	3561	826	1670	1323	940	1955	1467
Taf1d	774	1143	562	895	1109	1150	914	676
5830418K08Rik	1008	1074	567	844	831	1044	1009	917
Scarna9	0	3	0	2	1	0	0	1
BC017612	779	1051	394	673	679	389	859	578
Ccdc67	224	282	49	110	215	131	714	124
4930540M03Rik	0	0	0	0	0	2	0	0
Slc36a4	518	618	286	369	315	348	598	556
Mtnr1b	0	0	0	0	0	0	0	0
Fat3	854	890	482	452	317	192	524	524
Chordc1	2374	2717	1331	2113	1803	1652	2552	1474
Naalad2	383	293	182	179	266	167	183	241
Ubtfl1	0	0	0	0	0	0	0	0
Mbd3l2	0	0	0	0	0	0	0	0
Zfp558	75	110	37	51	63	51	64	45
Mbd3l1	0	0	0	0	0	0	0	0
Olfr24	0	0	0	0	0	0	0	0
Olfr828	0	0	0	0	0	0	0	0
Olfr829	0	0	0	0	0	0	0	0
Olfr830	0	0	0	0	0	0	0	0
Olfr832	0	0	0	0	0	0	0	0
Olfr834	0	0	0	0	0	0	0	0
Olfr835	0	0	0	0	0	0	0	0
Olfr836	0	0	0	0	0	0	0	0
Olfr837	0	0	0	0	0	0	0	0
Olfr843	0	0	0	0	0	0	0	0
Olfr845	0	0	0	0	0	0	0	0
Olfr846	0	0	0	0	0	0	0	0
Olfr847	0	0	0	0	0	0	0	0
Olfr849	0	0	0	0	0	0	0	0
Olfr850	0	0	0	0	0	0	0	0
Olfr851	0	0	0	0	0	0	0	0
Olfr853	0	0	0	0	0	0	0	0
Olfr854	0	0	0	0	0	0	0	0
Olfr855	0	0	0	0	0	0	0	0
Zfp317	1361	1706	769	1333	859	671	975	977
Olfr856-ps1	0	0	0	0	0	0	0	0
Olfr857	0	1	0	0	0	0	0	0
Olfr58	0	0	0	0	0	0	0	0
Olfr859	0	0	0	0	0	0	1	0
Olfr860	0	0	0	0	0	0	0	0
Olfr862	0	0	0	0	0	0	0	0
Olfr77	0	0	0	0	0	0	0	0
Olfr866	0	0	0	0	0	0	0	0
Olfr867	0	0	0	0	0	0	0	0
Olfr868	0	0	0	0	0	0	0	0
Olfr869	0	0	0	0	0	0	0	0
Olfr870	0	0	0	0	0	0	0	0
Olfr871	0	0	0	0	0	0	0	0
Olfr872	0	0	0	0	0	0	0	0
Olfr39	0	0	0	0	0	0	0	0
Olfr873	0	0	0	0	0	0	0	0
Olfr18	0	0	1	1	0	0	0	0
Zfp560	422	523	192	413	250	208	227	226
Zfp26	1472	1638	694	1114	1089	1168	1307	959
Zfp426	1235	1381	498	1031	815	842	1073	728
Zfp266	2854	2918	1319	2994	1405	1099	2028	1781
Zfp846	376	334	154	338	212	182	278	239
5730577I03Rik	36	40	20	38	20	17	47	22
Fbxl12	860	1086	538	817	663	532	781	679
Ubl5	2960	3877	1451	3145	2802	2163	3155	2263
Pin1	1081	1533	634	1022	1086	1004	1211	810
Olfm2	1026	447	373	807	447	90	367	848
Col5a3	529	400	184	552	191	393	263	271
Rdh8	0	0	0	0	0	0	0	0
A230050P20Rik	933	1258	580	980	1284	1479	1229	977
Angptl6	37	73	19	44	34	16	37	21
Ppan	828	772	357	621	796	924	704	484
Eif3g	3023	3134	1206	2435	2747	2551	3017	2300
Dnmt1	2201	1640	862	1441	2135	3745	2484	1769
S1pr2	1492	1401	511	1604	1831	2060	2115	1386
Mrpl4	1684	1740	782	1447	1421	1261	1546	1259
Icam1	18711	18728	6026	22567	31114	25401	29014	18083
Icam4	39	47	18	36	29	20	33	23
Icam5	20	25	11	21	70	41	66	15
Mir1900	0	0	0	0	0	0	0	0
Zglp1	7	29	17	12	12	19	17	6
Raver1-fdx1l	0	4	0	0	0	0	0	0
Fdx1l	42	26	19	29	35	26	18	20
Raver1	1321	1087	435	877	1672	1730	1690	1182
Tyk2	2060	2167	943	1611	1729	1996	2621	1436
Cdc37	5160	5071	2088	4274	3818	3996	4699	3281
Pde4a	909	837	515	599	527	536	674	496
Keap1	2441	2483	874	1974	3158	3059	3296	2507
S1pr5	132	84	88	58	176	100	426	155
Atg4d	1075	1222	477	815	924	809	1086	787
Kri1	1380	1325	643	1030	1535	1572	1514	1128
Cdkn2d	554	544	241	381	932	886	832	545
Ap1m2	995	1526	414	1290	667	389	1136	809
Slc44a2	15511	12847	5924	13242	15799	9837	16296	14030
